compilation_file,flag
/.lineedit.o,fstack-protector-strong
/.lineedit_ptr_hack.o,D_FORTIFY_SOURCE=2
/.lineedit_ptr_hack.o,O2
/.lineedit_ptr_hack.o,fstack-protector-strong
/.linux_compat.o,PIE
/.linux_compat.o,fstack-protector-strong
/.linux_string.o,PIE
/.linux_string.o,fstack-protector-strong
/.list_sort.o,PIE
/.list_sort.o,fstack-protector-strong
/.lists.o,PIE
/.lists.o,fstack-protector-strong
/.livetree.o,O2
/.ll_addr.o,D_FORTIFY_SOURCE=2
/.ll_addr.o,O2
/.ll_addr.o,fstack-protector-strong
/.ll_map.o,D_FORTIFY_SOURCE=2
/.ll_map.o,O2
/.ll_map.o,fstack-protector-strong
/.ll_proto.o,D_FORTIFY_SOURCE=2
/.ll_proto.o,O2
/.ll_proto.o,fstack-protector-strong
/.ll_types.o,D_FORTIFY_SOURCE=2
/.ll_types.o,O2
/.ll_types.o,fstack-protector-strong
/.llist.o,D_FORTIFY_SOURCE=2
/.llist.o,O2
/.llist.o,fstack-protector-strong
/.lmb.o,PIE
/.lmb.o,fstack-protector-strong
/.ln.o,D_FORTIFY_SOURCE=2
/.ln.o,O2
/.ln.o,fstack-protector-strong
/.load.o,PIE
/.load.o,fstack-protector-strong
/.loadfont.o,D_FORTIFY_SOURCE=2
/.loadfont.o,O2
/.loadfont.o,fstack-protector-strong
/.loadkmap.o,D_FORTIFY_SOURCE=2
/.loadkmap.o,O2
/.loadkmap.o,fstack-protector-strong
/.login.o,D_FORTIFY_SOURCE=2
/.login.o,O2
/.login.o,fstack-protector-strong
/.logname.o,D_FORTIFY_SOURCE=2
/.logname.o,O2
/.logname.o,fstack-protector-strong
/.logread.o,D_FORTIFY_SOURCE=2
/.logread.o,O2
/.logread.o,fstack-protector-strong
/.loop.o,D_FORTIFY_SOURCE=2
/.loop.o,O2
/.loop.o,fstack-protector-strong
/.losetup.o,D_FORTIFY_SOURCE=2
/.losetup.o,O2
/.losetup.o,fstack-protector-strong
/.lpc32xximage.o,O2
/.ls.o,D_FORTIFY_SOURCE=2
/.ls.o,O2
/.ls.o,fstack-protector-strong
/.lsmod.o,D_FORTIFY_SOURCE=2
/.lsmod.o,O2
/.lsmod.o,fstack-protector-strong
/.lz4_wrapper.o,PIE
/.lz4_wrapper.o,fstack-protector-strong
/.main.o,PIE
/.main.o,fstack-protector-strong
/.make_directory.o,D_FORTIFY_SOURCE=2
/.make_directory.o,O2
/.make_directory.o,fstack-protector-strong
/.makedev.o,D_FORTIFY_SOURCE=2
/.makedev.o,O2
/.makedev.o,fstack-protector-strong
/.malloc_simple.o,PIE
/.malloc_simple.o,fstack-protector-strong
/.match_fstype.o,D_FORTIFY_SOURCE=2
/.match_fstype.o,O2
/.match_fstype.o,fstack-protector-strong
/.math.o,D_FORTIFY_SOURCE=2
/.math.o,O2
/.math.o,fstack-protector-strong
/.md5.o,O2
/.md5.o,PIE
/.md5.o,fstack-protector-strong
/.md5_sha1_sum.o,D_FORTIFY_SOURCE=2
/.md5_sha1_sum.o,O2
/.md5_sha1_sum.o,fstack-protector-strong
/.mdev.o,D_FORTIFY_SOURCE=2
/.mdev.o,O2
/.mdev.o,fstack-protector-strong
/.mem.o,PIE
/.mem.o,fstack-protector-strong
/.membuff.o,PIE
/.membuff.o,fstack-protector-strong
/.memsize.o,PIE
/.memsize.o,fstack-protector-strong
/.mesg.o,D_FORTIFY_SOURCE=2
/.mesg.o,O2
/.mesg.o,fstack-protector-strong
/.messages.o,D_FORTIFY_SOURCE=2
/.messages.o,O2
/.messages.o,fstack-protector-strong
/.mev_imc.o,PIE
/.mev_ts_imc.o,PIE
/.mev_ts_imc.o,fstack-protector-strong
/.microcom.o,D_FORTIFY_SOURCE=2
/.microcom.o,O2
/.microcom.o,fstack-protector-strong
/.misc.o,PIE
/.missing_syscalls.o,D_FORTIFY_SOURCE=2
/.missing_syscalls.o,O2
/.missing_syscalls.o,fstack-protector-strong
/.mkdir.o,D_FORTIFY_SOURCE=2
/.mkdir.o,O2
/.mkdir.o,fstack-protector-strong
/.mkenvimage.o,O2
/.mkfifo.o,D_FORTIFY_SOURCE=2
/.mkfifo.o,O2
/.mkfifo.o,fstack-protector-strong
/.mkimage.o,O2
/.mknod.o,D_FORTIFY_SOURCE=2
/.mknod.o,O2
/.mknod.o,fstack-protector-strong
/.mkswap.o,D_FORTIFY_SOURCE=2
/.mkswap.o,O2
/.mkswap.o,fstack-protector-strong
/.mktemp.o,D_FORTIFY_SOURCE=2
/.mktemp.o,O2
/.mktemp.o,fstack-protector-strong
/.mmg_imc.o,PIE
/.mode_string.o,D_FORTIFY_SOURCE=2
/.mode_string.o,O2
/.mode_string.o,fstack-protector-strong
/.modprobe.o,D_FORTIFY_SOURCE=2
/.modprobe.o,O2
/.modprobe.o,fstack-protector-strong
/.modutils.o,D_FORTIFY_SOURCE=2
/.modutils.o,O2
/.modutils.o,fstack-protector-strong
/.more.o,D_FORTIFY_SOURCE=2
/.more.o,O2
/.more.o,fstack-protector-strong
/.mount.o,D_FORTIFY_SOURCE=2
/.mount.o,O2
/.mount.o,fstack-protector-strong
/.mountpoint.o,D_FORTIFY_SOURCE=2
/.mountpoint.o,O2
/.mountpoint.o,fstack-protector-strong
/.mtd-uclass.o,PIE
/.mtd-uclass.o,fstack-protector-strong
/.mtd.o,PIE
/.mtd.o,fstack-protector-strong
/.mtd_uboot.o,PIE
/.mtd_uboot.o,fstack-protector-strong
/.mtdcore.o,PIE
/.mtdcore.o,fstack-protector-strong
/.mtdpart.o,PIE
/.mtdpart.o,fstack-protector-strong
/.mtk_image.o,O2
/.mv.o,D_FORTIFY_SOURCE=2
/.mv.o,O2
/.mv.o,fstack-protector-strong
/.mxsimage.o,O2
/.nc.o,D_FORTIFY_SOURCE=2
/.nc.o,O2
/.nc.o,fstack-protector-strong
/.net.o,PIE
/.net.o,fstack-protector-strong
/.net_utils.o,PIE
/.net_utils.o,fstack-protector-strong
/.netstat.o,D_FORTIFY_SOURCE=2
/.netstat.o,O2
/.netstat.o,fstack-protector-strong
/.nfs.o,PIE
/.nfs.o,fstack-protector-strong
/.nohup.o,D_FORTIFY_SOURCE=2
/.nohup.o,O2
/.nohup.o,fstack-protector-strong
/.nowhere.o,PIE
/.nproc.o,D_FORTIFY_SOURCE=2
/.nproc.o,O2
/.nproc.o,fstack-protector-strong
/.ns16550.o,PIE
/.ns16550.o,fstack-protector-strong
/.nslookup.o,D_FORTIFY_SOURCE=2
/.nslookup.o,O2
/.nslookup.o,fstack-protector-strong
/.nuke_str.o,D_FORTIFY_SOURCE=2
/.nuke_str.o,O2
/.nuke_str.o,fstack-protector-strong
/.nvedit.o,PIE
/.nvedit.o,fstack-protector-strong
/.nvme-uclass.o,PIE
/.nvme-uclass.o,fstack-protector-strong
/.nvme.o,PIE
/.nvme.o,fstack-protector-strong
/.nvme_pci.o,PIE
/.nvme_pci.o,fstack-protector-strong
/.nvme_show.o,PIE
/.nvme_show.o,fstack-protector-strong
/.od.o,D_FORTIFY_SOURCE=2
/.od.o,O2
/.od.o,fstack-protector-strong
/.of_extra.o,PIE
/.of_extra.o,fstack-protector-strong
/.ofnode.o,PIE
/.ofnode.o,fstack-protector-strong
/.omapimage.o,O2
/.open_transformer.o,D_FORTIFY_SOURCE=2
/.open_transformer.o,O2
/.open_transformer.o,fstack-protector-strong
/.openvt.o,D_FORTIFY_SOURCE=2
/.openvt.o,O2
/.openvt.o,fstack-protector-strong
/.os_support.o,O2
/.packet.o,D_FORTIFY_SOURCE=2
/.packet.o,O2
/.packet.o,fstack-protector-strong
/.panic.o,PIE
/.panic.o,fstack-protector-strong
/.parse_config.o,D_FORTIFY_SOURCE=2
/.parse_config.o,O2
/.parse_config.o,fstack-protector-strong
/.parse_mode.o,D_FORTIFY_SOURCE=2
/.parse_mode.o,O2
/.parse_mode.o,fstack-protector-strong
/.parse_pasv_epsv.o,D_FORTIFY_SOURCE=2
/.parse_pasv_epsv.o,O2
/.parse_pasv_epsv.o,fstack-protector-strong
/.part.o,PIE
/.part.o,fstack-protector-strong
/.part_efi.o,PIE
/.part_efi.o,fstack-protector-strong
/.passwd.o,D_FORTIFY_SOURCE=2
/.passwd.o,O2
/.passwd.o,fstack-protector-strong
/.patch.o,D_FORTIFY_SOURCE=2
/.patch.o,O2
/.patch.o,fstack-protector-strong
/.pbl_crc32.o,O2
/.pblimage.o,O2
/.pci-uclass.o,PIE
/.pci-uclass.o,fstack-protector-strong
/.pci.o,PIE
/.pci.o,fstack-protector-strong
/.pci_auto.o,PIE
/.pci_auto.o,fstack-protector-strong
/.pci_auto_common.o,PIE
/.pci_auto_common.o,fstack-protector-strong
/.pci_common.o,PIE
/.pci_common.o,fstack-protector-strong
/.pci_rom.o,PIE
/.pcie_ecam_generic.o,PIE
/.pcie_ecam_generic.o,fstack-protector-strong
/.pcie_mev_imc.o,PIE
/.pcie_mev_imc.o,fstack-protector-strong
/.pcmcia.o,PIE
/.percent_decode.o,D_FORTIFY_SOURCE=2
/.percent_decode.o,O2
/.percent_decode.o,fstack-protector-strong
/.perror_msg.o,D_FORTIFY_SOURCE=2
/.perror_msg.o,O2
/.perror_msg.o,fstack-protector-strong
/.perror_nomsg.o,D_FORTIFY_SOURCE=2
/.perror_nomsg.o,O2
/.perror_nomsg.o,fstack-protector-strong
/.perror_nomsg_and_die.o,D_FORTIFY_SOURCE=2
/.perror_nomsg_and_die.o,O2
/.perror_nomsg_and_die.o,fstack-protector-strong
/.pgrep.o,D_FORTIFY_SOURCE=2
/.pgrep.o,O2
/.pgrep.o,fstack-protector-strong
/.pidfile.o,D_FORTIFY_SOURCE=2
/.pidfile.o,O2
/.pidfile.o,fstack-protector-strong
/.pidof.o,D_FORTIFY_SOURCE=2
/.pidof.o,O2
/.pidof.o,fstack-protector-strong
/.ping.o,D_FORTIFY_SOURCE=2
/.ping.o,O2
/.ping.o,PIE
/.ping.o,fstack-protector-strong
/.pivot_root.o,D_FORTIFY_SOURCE=2
/.pivot_root.o,O2
/.pivot_root.o,fstack-protector-strong
/.platform.o,D_FORTIFY_SOURCE=2
/.platform.o,O2
/.platform.o,fstack-protector-strong
/.print_flags.o,D_FORTIFY_SOURCE=2
/.print_flags.o,O2
/.print_flags.o,fstack-protector-strong
/.print_numbered_lines.o,D_FORTIFY_SOURCE=2
/.print_numbered_lines.o,O2
/.print_numbered_lines.o,fstack-protector-strong
/.printable.o,D_FORTIFY_SOURCE=2
/.printable.o,O2
/.printable.o,fstack-protector-strong
/.printable_string.o,D_FORTIFY_SOURCE=2
/.printable_string.o,O2
/.printable_string.o,fstack-protector-strong
/.printf.o,D_FORTIFY_SOURCE=2
/.printf.o,O2
/.printf.o,fstack-protector-strong
/.process_escape_sequence.o,D_FORTIFY_SOURCE=2
/.process_escape_sequence.o,O2
/.process_escape_sequence.o,fstack-protector-strong
/.procps.o,D_FORTIFY_SOURCE=2
/.procps.o,O2
/.procps.o,fstack-protector-strong
/.progress.o,D_FORTIFY_SOURCE=2
/.progress.o,O2
/.progress.o,fstack-protector-strong
/.ps.o,D_FORTIFY_SOURCE=2
/.ps.o,O2
/.ps.o,fstack-protector-strong
/.psci-dt.o,PIE
/.psci-dt.o,fstack-protector-strong
/.psci.o,PIE
/.psci.o,fstack-protector-strong
/.ptr_to_globals.o,D_FORTIFY_SOURCE=2
/.ptr_to_globals.o,O2
/.ptr_to_globals.o,fstack-protector-strong
/.pw_encrypt.o,D_FORTIFY_SOURCE=2
/.pw_encrypt.o,O2
/.pw_encrypt.o,fstack-protector-strong
/.pwd.o,D_FORTIFY_SOURCE=2
/.pwd.o,O2
/.pwd.o,fstack-protector-strong
/.qsort.o,PIE
/.qsort.o,fstack-protector-strong
/.rc4.o,O2
/.rc4.o,PIE
/.rc4.o,fstack-protector-strong
/.rdate.o,D_FORTIFY_SOURCE=2
/.rdate.o,O2
/.rdate.o,fstack-protector-strong
/.read.o,D_FORTIFY_SOURCE=2
/.read.o,O2
/.read.o,fstack-protector-strong
/.read_extra.o,PIE
/.read_extra.o,fstack-protector-strong
/.read_key.o,D_FORTIFY_SOURCE=2
/.read_key.o,O2
/.read_key.o,fstack-protector-strong
/.read_printf.o,D_FORTIFY_SOURCE=2
/.read_printf.o,O2
/.read_printf.o,fstack-protector-strong
/.readlink.o,D_FORTIFY_SOURCE=2
/.readlink.o,O2
/.readlink.o,fstack-protector-strong
/.realpath.o,D_FORTIFY_SOURCE=2
/.realpath.o,O2
/.realpath.o,fstack-protector-strong
/.recursive_action.o,D_FORTIFY_SOURCE=2
/.recursive_action.o,O2
/.recursive_action.o,fstack-protector-strong
/.reloc_aarch64_efi.o,PIE
/.relocate_64.o,PIE
/.remove_file.o,D_FORTIFY_SOURCE=2
/.remove_file.o,O2
/.remove_file.o,fstack-protector-strong
/.renice.o,D_FORTIFY_SOURCE=2
/.renice.o,O2
/.renice.o,fstack-protector-strong
/.replace.o,D_FORTIFY_SOURCE=2
/.replace.o,O2
/.replace.o,fstack-protector-strong
/.reset.o,D_FORTIFY_SOURCE=2
/.reset.o,O2
/.reset.o,PIE
/.reset.o,fstack-protector-strong
/.resize.o,D_FORTIFY_SOURCE=2
/.resize.o,O2
/.resize.o,fstack-protector-strong
/.rev.o,D_FORTIFY_SOURCE=2
/.rev.o,O2
/.rev.o,fstack-protector-strong
/.rkcommon.o,O2
/.rkimage.o,O2
/.rksd.o,O2
/.rkspi.o,O2
/.rm.o,D_FORTIFY_SOURCE=2
/.rm.o,O2
/.rm.o,fstack-protector-strong
/.rmdir.o,D_FORTIFY_SOURCE=2
/.rmdir.o,O2
/.rmdir.o,fstack-protector-strong
/.rmmod.o,D_FORTIFY_SOURCE=2
/.rmmod.o,O2
/.rmmod.o,fstack-protector-strong
/.root.o,PIE
/.root.o,fstack-protector-strong
/.route.o,D_FORTIFY_SOURCE=2
/.route.o,O2
/.route.o,fstack-protector-strong
/.rsa-mod-exp.o,O2
/.rsa-sign.o,O2
/.rsa-verify.o,O2
/.rt_names.o,D_FORTIFY_SOURCE=2
/.rt_names.o,O2
/.rt_names.o,fstack-protector-strong
/.rtc-lib.o,PIE
/.rtc-lib.o,fstack-protector-strong
/.rtc.o,D_FORTIFY_SOURCE=2
/.rtc.o,O2
/.rtc.o,fstack-protector-strong
/.rtm_map.o,D_FORTIFY_SOURCE=2
/.rtm_map.o,O2
/.rtm_map.o,fstack-protector-strong
/.run_parts.o,D_FORTIFY_SOURCE=2
/.run_parts.o,O2
/.run_parts.o,fstack-protector-strong
/.run_shell.o,D_FORTIFY_SOURCE=2
/.run_shell.o,O2
/.run_shell.o,fstack-protector-strong
/.runlevel.o,D_FORTIFY_SOURCE=2
/.runlevel.o,O2
/.runlevel.o,fstack-protector-strong
/.s_record.o,PIE
/.s_record.o,fstack-protector-strong
/.safe_gethostname.o,D_FORTIFY_SOURCE=2
/.safe_gethostname.o,O2
/.safe_gethostname.o,fstack-protector-strong
/.safe_poll.o,D_FORTIFY_SOURCE=2
/.safe_poll.o,O2
/.safe_poll.o,fstack-protector-strong
/.safe_strncpy.o,D_FORTIFY_SOURCE=2
/.safe_strncpy.o,O2
/.safe_strncpy.o,fstack-protector-strong
/.safe_write.o,D_FORTIFY_SOURCE=2
/.safe_write.o,O2
/.safe_write.o,fstack-protector-strong
/.sec.o,PIE
/.sec.o,fstack-protector-strong
/.sections.o,PIE
/.sections.o,fstack-protector-strong
/.securetty.o,D_FORTIFY_SOURCE=2
/.securetty.o,O2
/.securetty.o,fstack-protector-strong
/.sed.o,D_FORTIFY_SOURCE=2
/.sed.o,O2
/.sed.o,fstack-protector-strong
/.seek_by_jump.o,D_FORTIFY_SOURCE=2
/.seek_by_jump.o,O2
/.seek_by_jump.o,fstack-protector-strong
/.seek_by_read.o,D_FORTIFY_SOURCE=2
/.seek_by_read.o,O2
/.seek_by_read.o,fstack-protector-strong
/.seq.o,D_FORTIFY_SOURCE=2
/.seq.o,O2
/.seq.o,fstack-protector-strong
/.serial-uclass.o,PIE
/.serial-uclass.o,fstack-protector-strong
/.serial_pl01x.o,PIE
/.serial_pl01x.o,fstack-protector-strong
/.setconsole.o,D_FORTIFY_SOURCE=2
/.setconsole.o,O2
/.setconsole.o,fstack-protector-strong
/.setexpr.o,PIE
/.setexpr.o,fstack-protector-strong
/.setjmp_aarch64.o,PIE
/.setsid.o,D_FORTIFY_SOURCE=2
/.setsid.o,O2
/.setsid.o,fstack-protector-strong
/.setup_environment.o,D_FORTIFY_SOURCE=2
/.setup_environment.o,O2
/.setup_environment.o,fstack-protector-strong
/.sf-uclass.o,PIE
/.sf-uclass.o,fstack-protector-strong
/.sf.o,PIE
/.sf.o,fstack-protector-strong
/.sf_mtd.o,PIE
/.sf_mtd.o,fstack-protector-strong
/.sf_probe.o,PIE
/.sf_probe.o,fstack-protector-strong
/.sha1.o,O2
/.sha1.o,PIE
/.sha1.o,fstack-protector-strong
/.sha256.o,O2
/.sha256.o,PIE
/.sha256.o,fstack-protector-strong
/.sha512.o,O2
/.shell_common.o,D_FORTIFY_SOURCE=2
/.shell_common.o,O2
/.shell_common.o,fstack-protector-strong
/.shuf.o,D_FORTIFY_SOURCE=2
/.shuf.o,O2
/.shuf.o,fstack-protector-strong
/.signalpipe.o,D_FORTIFY_SOURCE=2
/.signalpipe.o,O2
/.signalpipe.o,fstack-protector-strong
/.signals.o,D_FORTIFY_SOURCE=2
/.signals.o,O2
/.signals.o,fstack-protector-strong
/.simple-bus.o,PIE
/.simple-bus.o,fstack-protector-strong
/.simplify_path.o,D_FORTIFY_SOURCE=2
/.simplify_path.o,O2
/.simplify_path.o,fstack-protector-strong
/.single_argv.o,D_FORTIFY_SOURCE=2
/.single_argv.o,O2
/.single_argv.o,fstack-protector-strong
/.skip_whitespace.o,D_FORTIFY_SOURCE=2
/.skip_whitespace.o,O2
/.skip_whitespace.o,fstack-protector-strong
/.sleep.o,D_FORTIFY_SOURCE=2
/.sleep.o,O2
/.sleep.o,PIE
/.sleep.o,fstack-protector-strong
/.slre.o,PIE
/.slre.o,fstack-protector-strong
/.smbios.o,PIE
/.smccc-call.o,PIE
/.socfpgaimage.o,O2
/.socket.o,D_FORTIFY_SOURCE=2
/.socket.o,O2
/.socket.o,fstack-protector-strong
/.sort.o,D_FORTIFY_SOURCE=2
/.sort.o,O2
/.sort.o,fstack-protector-strong
/.source.o,PIE
/.source.o,fstack-protector-strong
/.speed_table.o,D_FORTIFY_SOURCE=2
/.speed_table.o,O2
/.speed_table.o,fstack-protector-strong
/.spi-mem.o,PIE
/.spi-mem.o,fstack-protector-strong
/.spi-nor-core.o,PIE
/.spi-nor-core.o,fstack-protector-strong
/.spi-nor-ids.o,PIE
/.spi-nor-ids.o,fstack-protector-strong
/.spi-uclass.o,PIE
/.spi-uclass.o,fstack-protector-strong
/.spi.o,PIE
/.splash.o,PIE
/.splash.o,fstack-protector-strong
/.squashfs.o,D_FORTIFY_SOURCE=2
/.squashfs.o,O2
/.squashfs.o,fstack-protector-strong
/.srcpos.o,O2
/.stack.o,PIE
/.stack.o,fstack-protector-strong
/.stackprot.o,PIE
/.stackprot.o,fstack-protector-strong
/.start.o,PIE
/.start_stop_daemon.o,D_FORTIFY_SOURCE=2
/.start_stop_daemon.o,O2
/.start_stop_daemon.o,fstack-protector-strong
/.stat.o,D_FORTIFY_SOURCE=2
/.stat.o,O2
/.stat.o,fstack-protector-strong
/.stdio.o,PIE
/.stdio.o,fstack-protector-strong
/.stm32image.o,O2
/.str_tolower.o,D_FORTIFY_SOURCE=2
/.str_tolower.o,O2
/.str_tolower.o,fstack-protector-strong
/.string.o,PIE
/.string.o,fstack-protector-strong
/.strings.o,D_FORTIFY_SOURCE=2
/.strings.o,O2
/.strings.o,fstack-protector-strong
/.strmhz.o,PIE
/.strrstr.o,D_FORTIFY_SOURCE=2
/.strrstr.o,O2
/.strrstr.o,fstack-protector-strong
/.strto.o,PIE
/.strto.o,fstack-protector-strong
/.stty.o,D_FORTIFY_SOURCE=2
/.stty.o,O2
/.stty.o,fstack-protector-strong
/.stubs.o,PIE
/.su.o,D_FORTIFY_SOURCE=2
/.su.o,O2
/.su.o,fstack-protector-strong
/.sulogin.o,D_FORTIFY_SOURCE=2
/.sulogin.o,O2
/.sulogin.o,fstack-protector-strong
/.sunxi_egon.o,O2
/.swaponoff.o,D_FORTIFY_SOURCE=2
/.swaponoff.o,O2
/.swaponoff.o,fstack-protector-strong
/.switch_root.o,D_FORTIFY_SOURCE=2
/.switch_root.o,O2
/.switch_root.o,fstack-protector-strong
/.sync.o,D_FORTIFY_SOURCE=2
/.sync.o,O2
/.sync.o,fstack-protector-strong
/.sysconf.o,D_FORTIFY_SOURCE=2
/.sysconf.o,O2
/.sysconf.o,fstack-protector-strong
/.sysctl.o,D_FORTIFY_SOURCE=2
/.sysctl.o,O2
/.sysctl.o,fstack-protector-strong
/.syslogd_and_logger.o,D_FORTIFY_SOURCE=2
/.syslogd_and_logger.o,O2
/.syslogd_and_logger.o,fstack-protector-strong
/.tables_csum.o,PIE
/.tables_csum.o,fstack-protector-strong
/.tail.o,D_FORTIFY_SOURCE=2
/.tail.o,O2
/.tail.o,fstack-protector-strong
/.tar.o,D_FORTIFY_SOURCE=2
/.tar.o,O2
/.tar.o,fstack-protector-strong
/.tee.o,D_FORTIFY_SOURCE=2
/.tee.o,O2
/.tee.o,fstack-protector-strong
/.telnet.o,D_FORTIFY_SOURCE=2
/.telnet.o,O2
/.telnet.o,fstack-protector-strong
/.test.c,PIE
/.test.o,D_FORTIFY_SOURCE=2
/.test.o,O2
/.test.o,PIE
/.test.o,fstack-protector-strong
/.test_ptr_hack.o,D_FORTIFY_SOURCE=2
/.test_ptr_hack.o,O2
/.test_ptr_hack.o,fstack-protector-strong
/.tftp.o,D_FORTIFY_SOURCE=2
/.tftp.o,O2
/.tftp.o,PIE
/.tftp.o,fstack-protector-strong
/.time.o,D_FORTIFY_SOURCE=2
/.time.o,O2
/.time.o,PIE
/.time.o,fstack-protector-strong
/.tlb.o,PIE
/.tls.o,D_FORTIFY_SOURCE=2
/.tls.o,O2
/.tls.o,fstack-protector-strong
/.tls_aes.o,D_FORTIFY_SOURCE=2
/.tls_aes.o,O2
/.tls_aes.o,fstack-protector-strong
/.tls_aesgcm.o,D_FORTIFY_SOURCE=2
/.tls_aesgcm.o,O2
/.tls_aesgcm.o,fstack-protector-strong
/.tls_fe.o,D_FORTIFY_SOURCE=2
/.tls_fe.o,O2
/.tls_fe.o,fstack-protector-strong
/.tls_pstm.o,D_FORTIFY_SOURCE=2
/.tls_pstm.o,O2
/.tls_pstm.o,fstack-protector-strong
/.tls_pstm_montgomery_reduce.o,D_FORTIFY_SOURCE=2
/.tls_pstm_montgomery_reduce.o,O2
/.tls_pstm_montgomery_reduce.o,fstack-protector-strong
/.tls_pstm_mul_comba.o,D_FORTIFY_SOURCE=2
/.tls_pstm_mul_comba.o,O2
/.tls_pstm_mul_comba.o,fstack-protector-strong
/.tls_pstm_sqr_comba.o,D_FORTIFY_SOURCE=2
/.tls_pstm_sqr_comba.o,O2
/.tls_pstm_sqr_comba.o,fstack-protector-strong
/.tls_rsa.o,D_FORTIFY_SOURCE=2
/.tls_rsa.o,O2
/.tls_rsa.o,fstack-protector-strong
/.top.o,D_FORTIFY_SOURCE=2
/.top.o,O2
/.top.o,fstack-protector-strong
/.touch.o,D_FORTIFY_SOURCE=2
/.touch.o,O2
/.touch.o,fstack-protector-strong
/.tr.o,D_FORTIFY_SOURCE=2
/.tr.o,O2
/.tr.o,fstack-protector-strong
/.traceroute.o,D_FORTIFY_SOURCE=2
/.traceroute.o,O2
/.traceroute.o,fstack-protector-strong
/.transition.o,PIE
/.treesource.o,O2
/.trim.o,D_FORTIFY_SOURCE=2
/.trim.o,O2
/.trim.o,fstack-protector-strong
/.true.o,D_FORTIFY_SOURCE=2
/.true.o,O2
/.true.o,fstack-protector-strong
/.ts.o,D_FORTIFY_SOURCE=2
/.ts.o,O2
/.ts.o,fstack-protector-strong
/.tty.o,D_FORTIFY_SOURCE=2
/.tty.o,O2
/.tty.o,fstack-protector-strong
/.u_signal_names.o,D_FORTIFY_SOURCE=2
/.u_signal_names.o,O2
/.u_signal_names.o,fstack-protector-strong
/.ubi.o,D_FORTIFY_SOURCE=2
/.ubi.o,O2
/.ubi.o,fstack-protector-strong
/.ublimage.o,O2
/.uclass.o,PIE
/.uclass.o,fstack-protector-strong
/.udp_io.o,D_FORTIFY_SOURCE=2
/.udp_io.o,O2
/.udp_io.o,fstack-protector-strong
/.uidgid_get.o,D_FORTIFY_SOURCE=2
/.uidgid_get.o,O2
/.uidgid_get.o,fstack-protector-strong
/.umount.o,D_FORTIFY_SOURCE=2
/.umount.o,O2
/.umount.o,fstack-protector-strong
/.uname.o,D_FORTIFY_SOURCE=2
/.uname.o,O2
/.uname.o,fstack-protector-strong
/.unicode.o,D_FORTIFY_SOURCE=2
/.unicode.o,O2
/.unicode.o,fstack-protector-strong
/.uniq.o,D_FORTIFY_SOURCE=2
/.uniq.o,O2
/.uniq.o,fstack-protector-strong
/.unlink.o,D_FORTIFY_SOURCE=2
/.unlink.o,O2
/.unlink.o,fstack-protector-strong
/.unlz4.o,PIE
/.unlz4.o,fstack-protector-strong
/.unsafe_prefix.o,D_FORTIFY_SOURCE=2
/.unsafe_prefix.o,O2
/.unsafe_prefix.o,fstack-protector-strong
/.unsafe_symlink_target.o,D_FORTIFY_SOURCE=2
/.unsafe_symlink_target.o,O2
/.unsafe_symlink_target.o,fstack-protector-strong
/.unzip.o,D_FORTIFY_SOURCE=2
/.unzip.o,O2
/.unzip.o,PIE
/.unzip.o,fstack-protector-strong
/.update_passwd.o,D_FORTIFY_SOURCE=2
/.update_passwd.o,O2
/.update_passwd.o,fstack-protector-strong
/.uptime.o,D_FORTIFY_SOURCE=2
/.uptime.o,O2
/.uptime.o,fstack-protector-strong
/.usleep.o,D_FORTIFY_SOURCE=2
/.usleep.o,O2
/.usleep.o,fstack-protector-strong
/.util.o,D_FORTIFY_SOURCE=2
/.util.o,O2
/.util.o,PIE
/.util.o,fstack-protector-strong
/.utils.o,D_FORTIFY_SOURCE=2
/.utils.o,O2
/.utils.o,fstack-protector-strong
/.utmp.o,D_FORTIFY_SOURCE=2
/.utmp.o,O2
/.utmp.o,fstack-protector-strong
/.uuencode.o,D_FORTIFY_SOURCE=2
/.uuencode.o,O2
/.uuencode.o,fstack-protector-strong
/.uuid.o,PIE
/.uuid.o,fstack-protector-strong
/.verror_msg.o,D_FORTIFY_SOURCE=2
/.verror_msg.o,O2
/.verror_msg.o,fstack-protector-strong
/.version.o,PIE
/.version.o,fstack-protector-strong
/.vfork_daemon_rexec.o,D_FORTIFY_SOURCE=2
/.vfork_daemon_rexec.o,O2
/.vfork_daemon_rexec.o,fstack-protector-strong
/.vi.o,D_FORTIFY_SOURCE=2
/.vi.o,O2
/.vi.o,fstack-protector-strong
/.vlock.o,D_FORTIFY_SOURCE=2
/.vlock.o,O2
/.vlock.o,fstack-protector-strong
/.volume_id.o,D_FORTIFY_SOURCE=2
/.volume_id.o,O2
/.volume_id.o,fstack-protector-strong
/.vsprintf.o,PIE
/.vsprintf.o,fstack-protector-strong
/.vybridimage.o,O2
/.warn_ignoring_args.o,D_FORTIFY_SOURCE=2
/.warn_ignoring_args.o,O2
/.warn_ignoring_args.o,fstack-protector-strong
/.watch.o,D_FORTIFY_SOURCE=2
/.watch.o,O2
/.watch.o,fstack-protector-strong
/.wc.o,D_FORTIFY_SOURCE=2
/.wc.o,O2
/.wc.o,fstack-protector-strong
/.wfopen.o,D_FORTIFY_SOURCE=2
/.wfopen.o,O2
/.wfopen.o,fstack-protector-strong
/.wfopen_input.o,D_FORTIFY_SOURCE=2
